upedonid,peiid,pedon_key,site_key,usiteid,Yearlabel,year_source,previousYear,transitionYear,transitionPeriod,years_between_sampling_and_development,time_since_development_2025,development_age_class,transition,transitionName,state_name,county_name,region_group,lcms_study_area,lcms_version,samp_classdate,site_obsdate,TAXORDER,TAXSUBORDER,GREATGROUP,SUBGROUP,PARTICLESIZE,latitude,longitude,state_key,county_key,source_file
S1973MN1451684,676513,56761,55960,"S1973MN1451684",2011,site_obsdate,2018,2019,2018-2019,8,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Minnesota,Stearns,CONUS Central 2,CONUS,v2025-11,1/5/2011 0:00,1/5/2011 0:00,alfisols,udalfs,hapludalfs,inceptic hapludalfs,coarse-loamy,45.7032623,-94.2475967,3975,5686,US_NCSS_changed_pedons_2018_to_2019.csv
S1978MN1692745,583039,55974,55173,"S1978MN1692745",1978,site_obsdate,2018,2019,2018-2019,41,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Minnesota,Winona,CONUS Central 2,CONUS,v2025-11,6/27/1978 0:00,6/27/1978 0:00,mollisols,udolls,argiudolls,aquic argiudolls,fine,43.9363823,-91.9791718,3975,5698,US_NCSS_changed_pedons_2018_to_2019.csv
2007MO027066,664719,45895,45181,"2007MO027066",2007,site_obsdate,2018,2019,2018-2019,12,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Callaway,CONUS Central 2,CONUS,v2025-11,3/21/2007 0:00,3/21/2007 0:00,alfisols,udalfs,hapludalfs,aquertic chromic hapludalfs,,38.8077507,-91.7199444,3976,5714,US_NCSS_changed_pedons_2018_to_2019.csv
1989MO087032m,134999,46768,46054,"1989MO087032m",1989,site_obsdate,2018,2019,2018-2019,30,6,"Recent development, 0-5 years",1,Agriculture to Developed,Missouri,Holt,CONUS Central 1,CONUS,v2025-11,2/2/1989 0:00,2/2/1989 0:00,entisols,aquents,fluvaquents,vertic fluvaquents,very-fine,39.8705559,-95.0691681,3976,5744,US_NCSS_changed_pedons_2018_to_2019.csv
2006MO127007,697178,41642,40928,"2006MO127007",2006,site_obsdate,2018,2019,2018-2019,13,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Marion,CONUS Central 2,CONUS,v2025-11,6/12/2006 0:00,6/12/2006 0:00,mollisols,aquolls,argiaquolls,vertic argiaquolls,,39.8321944,-91.5078333,3976,5764,US_NCSS_changed_pedons_2018_to_2019.csv
2006MO139061,664040,45944,45230,"2006MO139061",2006,site_obsdate,2018,2019,2018-2019,13,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Montgomery,CONUS Central 2,CONUS,v2025-11,2/16/2006 0:00,2/16/2006 0:00,alfisols,aqualfs,epiaqualfs,aeric vertic epiaqualfs,,38.7638611,-91.6240278,3976,5770,US_NCSS_changed_pedons_2018_to_2019.csv
2006MO139068,697266,45937,45223,"2006MO139068",2006,site_obsdate,2018,2019,2018-2019,13,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Montgomery,CONUS Central 2,CONUS,v2025-11,2/23/2006 0:00,2/23/2006 0:00,alfisols,udalfs,hapludalfs,aquertic chromic hapludalfs,,38.8735556,-91.5354167,3976,5770,US_NCSS_changed_pedons_2018_to_2019.csv
2008MO157005,664654,41428,40714,"2008MO157005",2008,site_obsdate,2018,2019,2018-2019,11,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Perry,CONUS Central 2,CONUS,v2025-11,5/21/2008 0:00,5/21/2008 0:00,alfisols,udalfs,paleudalfs,oxyaquic paleudalfs,,37.7166111,-89.81099701,3976,5779,US_NCSS_changed_pedons_2018_to_2019.csv
2007MO183013,642758,41127,40413,"2007MO183013",2007,site_obsdate,2018,2019,2018-2019,12,6,"Recent development, 0-5 years",1,Agriculture to Developed,Missouri,St. Charles,CONUS Central 2,CONUS,v2025-11,6/12/2007 0:00,6/12/2007 0:00,mollisols,udolls,hapludolls,fluvaquentic hapludolls,fine-silty,38.8992222,-90.2936389,3976,5792,US_NCSS_changed_pedons_2018_to_2019.csv
2003MO207003,144717,42738,42024,"2003MO207003",2003,site_obsdate,2018,2019,2018-2019,16,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Missouri,Stoddard,CONUS Central 2,CONUS,v2025-11,3/24/2003 0:00,3/24/2003 0:00,inceptisols,aquepts,endoaquepts,typic endoaquepts,,37.0738297,-89.9229507,3976,5803,US_NCSS_changed_pedons_2018_to_2019.csv
2002MO219017,696868,46189,45475,"2002MO219017",2002,site_obsdate,2018,2019,2018-2019,17,6,"Recent development, 0-5 years",2,Forest to Developed,Missouri,Warren,CONUS Central 2,CONUS,v2025-11,12/2/2002 0:00,12/2/2002 0:00,alfisols,udalfs,hapludalfs,oxyaquic hapludalfs,,38.79315186,-91.1488056,3976,5809,US_NCSS_changed_pedons_2018_to_2019.csv
2005MO219067,697095,45961,45247,"2005MO219067",2005,site_obsdate,2018,2019,2018-2019,14,6,"Recent development, 0-5 years",1,Agriculture to Developed,Missouri,Warren,CONUS Central 2,CONUS,v2025-11,7/19/2005 0:00,7/19/2005 0:00,alfisols,udalfs,hapludalfs,aquertic hapludalfs,,38.9141889,-91.1586722,3976,5809,US_NCSS_changed_pedons_2018_to_2019.csv
S1957MT045001,338321,5070,5070,"S1957MT045001",1957,site_obsdate,2018,2019,2018-2019,62,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Montana,Judith Basin,CONUS West 2,CONUS,v2025-11,10/1/1957 0:00,10/1/1957 0:00,,,,,,47.2427788,-110.3847198,3979,5924,US_NCSS_changed_pedons_2018_to_2019.csv
92MT089006,103352,19682,19682,"S1992MT089006",1991,site_obsdate,2018,2019,2018-2019,28,6,"Recent development, 0-5 years",2,Forest to Developed,Montana,Sanders,CONUS West 1,CONUS,v2025-11,8/24/1991 0:00,8/22/1991 0:00,andisols,vitrands,udivitrands,lithic udivitrands,ashy-skeletal,47.7099991,-115.4375,3979,5946,US_NCSS_changed_pedons_2018_to_2019.csv
1980NE127010,196353,8020,8020,"1980NE127010",1980,site_obsdate,2018,2019,2018-2019,39,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Nebraska,Nemaha,CONUS Central 1,CONUS,v2025-11,4/14/2006 0:00,7/1/1980 0:00,mollisols,udolls,argiudolls,aquertic argiudolls,fine,40.3676389,-96.04750061,3982,6175,US_NCSS_changed_pedons_2018_to_2019.csv
93NE127001,103931,20998,20998,"S1993NE127001",1993,site_obsdate,2018,2019,2018-2019,26,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Nebraska,Nemaha,CONUS Central 1,CONUS,v2025-11,9/30/1993 0:00,9/30/1993 0:00,mollisols,udolls,argiudolls,pachic argiudolls,fine,40.3047218,-95.8880539,3982,6175,US_NCSS_changed_pedons_2018_to_2019.csv
S1960NV005003,104551,2987,2987,"S1960NV005003",1960,site_obsdate,2018,2019,2018-2019,59,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Nevada,Douglas,CONUS West 1,CONUS,v2025-11,4/22/1960 0:00,4/22/1960 0:00,aridisols,argids,durargids,haploxerollic durargids,coarse-loamy,39.1055565,-119.7747192,3987,6271,US_NCSS_changed_pedons_2018_to_2019.csv
92NJ041003,104271,19231,19231,"S1992NJ041003",1992,site_obsdate,2018,2019,2018-2019,27,6,"Recent development, 0-5 years",2,Forest to Developed,New Jersey,Warren,CONUS East 2,CONUS,v2025-11,4/1/1992 0:00,4/1/1992 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,,40.94083405,-74.8236084,3984,6235,US_NCSS_changed_pedons_2018_to_2019.csv
91NM023002,126895,17434,17434,"S1991NM023002",1991,site_obsdate,2018,2019,2018-2019,28,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,New Mexico,Hidalgo,CONUS West 2,CONUS,v2025-11,8/3/1991 0:00,8/1/1991 0:00,aridisols,argids,calciargids,typic calciargids,fine-loamy,32.3436127,-108.680275,3986,6248,US_NCSS_changed_pedons_2018_to_2019.csv
S2004NY003004,164750,31394,31275,"S2004NY003004",2004,site_obsdate,2018,2019,2018-2019,15,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,New York,Allegany,CONUS East 1,CONUS,v2025-11,9/2/2004 0:00,9/2/2004 0:00,inceptisols,udepts,eutrudepts,aquic eutrudepts,,42.4137764,-77.7388611,3988,6287,US_NCSS_changed_pedons_2018_to_2019.csv
96NC171005,103485,23245,23245,"S1996NC171005",1996,site_obsdate,2018,2019,2018-2019,23,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,North Carolina,Surry,CONUS East 1,CONUS,v2025-11,12/12/1996 0:00,12/10/1996 0:00,ultisols,udults,kanhapludults,typic kanhapludults,fine,36.48194504,-80.6275024,3980,6044,US_NCSS_changed_pedons_2018_to_2019.csv
1964-OH063-039,750081,68151,66226,"1964-OH063-039",1964,site_obsdate,2018,2019,2018-2019,55,6,"Recent development, 0-5 years",1,Agriculture to Developed,Ohio,Hancock,CONUS East 1,CONUS,v2025-11,6/1/1964 0:00,6/1/1964 0:00,alfisols,aqualfs,endoaqualfs,aeric endoaqualfs,fine,41.0083313,-83.6978455,3989,6379,US_NCSS_changed_pedons_2018_to_2019.csv
1982OH143020,842836,69095,67170,"S1982OH143020",1982,site_obsdate,2018,2019,2018-2019,37,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Ohio,Sandusky,CONUS East 1,CONUS,v2025-11,8/31/1982 0:00,8/31/1982 0:00,alfisols,aqualfs,epiaqualfs,aeric epiaqualfs,fine,41.2555444,-82.8418028,3989,6419,US_NCSS_changed_pedons_2018_to_2019.csv
S1956OH161S02,770340,66883,64958,"S1956OH161S02",1956,site_obsdate,2018,2019,2018-2019,63,6,"Recent development, 0-5 years",1,Agriculture to Developed,Ohio,Van Wert,CONUS East 1,CONUS,v2025-11,8/26/1956 0:00,8/26/1956 0:00,alfisols,aqualfs,epiaqualfs,aeric epiaqualfs,fine,40.8147736,-84.7939987,3989,6428,US_NCSS_changed_pedons_2018_to_2019.csv
68-OK015-8-50,800265,71438,132123,"68-OK015-8-50",2014,site_obsdate,2018,2019,2018-2019,5,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Oklahoma,Caddo,CONUS Central 1,CONUS,v2025-11,,9/18/2014 0:00,mollisols,ustolls,argiustolls,udic argiustolls,fine-silty,35.4971028,-98.46469879,3990,6443,US_NCSS_changed_pedons_2018_to_2019.csv
68-OK143-72-2,800122,71454,132139,"68-OK143-72-2",1968,site_obsdate,2018,2019,2018-2019,51,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Oklahoma,Tulsa,CONUS Central 1,CONUS,v2025-11,,11/2/1968 0:00,alfisols,aqualfs,natraqualfs,albic natraqualfs,fine,36.1518028,-95.7975667,3990,6507,US_NCSS_changed_pedons_2018_to_2019.csv
S1955OR047006,105188,826,826,"S1955OR047006",1955,site_obsdate,2018,2019,2018-2019,64,6,"Recent development, 0-5 years",1,Agriculture to Developed,Oregon,Marion,CONUS West 1,CONUS,v2025-11,11/3/1955 0:00,11/3/1955 0:00,ultisols,humults,palehumults,xeric palehumults,clayey,44.8822212,-123.0052795,3991,6536,US_NCSS_changed_pedons_2018_to_2019.csv
S1970OR051010,105208,5809,5809,"S1970OR051010",1970,site_obsdate,2018,2019,2018-2019,49,6,"Recent development, 0-5 years",1,Agriculture to Developed,Oregon,Multnomah,CONUS West 1,CONUS,v2025-11,9/23/1970 0:00,9/23/1970 0:00,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,coarse-loamy,45.5231438,-122.4311829,3991,6538,US_NCSS_changed_pedons_2018_to_2019.csv
S2001OR053002,119067,28746,28676,"S2001OR053002",2001,site_obsdate,2018,2019,2018-2019,18,6,"Recent development, 0-5 years",2,Forest to Developed,Oregon,Polk,CONUS West 1,CONUS,v2025-11,8/20/2001 0:00,8/20/2001 0:00,inceptisols,cryepts,dystrocryepts,typic dystrocryepts,loamy-skeletal,44.8794441,-123.5486908,3991,6539,US_NCSS_changed_pedons_2018_to_2019.csv
1957PA025002,421883,53642,52841,"1957PA025002",1957,site_obsdate,2018,2019,2018-2019,62,6,"Recent development, 0-5 years",1,Agriculture to Developed,Pennsylvania,Carbon,CONUS East 1,CONUS,v2025-11,10/22/1957 0:00,10/22/1957 0:00,ultisols,udults,hapludults,typic hapludults,fine-loamy,40.8480556,-75.5966667,3992,6561,US_NCSS_changed_pedons_2018_to_2019.csv
1959PA037016,422039,53814,53013,"297",1959,site_obsdate,2018,2019,2018-2019,60,6,"Recent development, 0-5 years",2,Forest to Developed,Pennsylvania,Columbia,CONUS East 1,CONUS,v2025-11,8/28/1959 0:00,8/28/1959 0:00,inceptisols,ochrepts,dystrochrepts,typic dystrochrepts,loamy-skeletal,41.0183333,-76.3966667,3992,6567,US_NCSS_changed_pedons_2018_to_2019.csv
S2005PA063780,275166,34830,34616,"S2005PA063780",2005,site_obsdate,2018,2019,2018-2019,14,6,"Recent development, 0-5 years",1,Agriculture to Developed,Pennsylvania,Indiana,CONUS East 1,CONUS,v2025-11,,11/22/2005 0:00,ultisols,udults,fragiudults,aquic fragiudults,fine-loamy,40.4958878,-79.390419,3992,6580,US_NCSS_changed_pedons_2018_to_2019.csv
1980PA069011,422207,54001,53200,"465",1980,site_obsdate,2018,2019,2018-2019,39,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Pennsylvania,Lackawanna,CONUS East 1,CONUS,v2025-11,4/23/1980 0:00,4/23/1980 0:00,Inceptisols,Aquents,Fragiaquepts,Aeric Fragiaquepts,fine-loamy,41.5294444,-75.6677778,3992,6583,US_NCSS_changed_pedons_2018_to_2019.csv
1978PA081047,422287,54090,53289,"545",1978,site_obsdate,2018,2019,2018-2019,41,6,"Recent development, 0-5 years",2,Forest to Developed,Pennsylvania,Lycoming,CONUS East 1,CONUS,v2025-11,5/9/1978 0:00,5/9/1978 0:00,Alfisols,Ustalfs,Fragiudalfs,Typic Fragiudalfs,coarse-loamy,41.3941667,-76.9741667,3992,6589,US_NCSS_changed_pedons_2018_to_2019.csv
1985PA115036,422512,54340,53539,"770",1985,site_obsdate,2018,2019,2018-2019,34,6,"Recent development, 0-5 years",2,Forest to Developed,Pennsylvania,Susquehanna,CONUS East 1,CONUS,v2025-11,,10/30/1985 0:00,inceptisols,ochrepts,fragiochrepts,typic fragiochrepts,coarse-loamy,41.6533333,-75.84500122,3992,6606,US_NCSS_changed_pedons_2018_to_2019.csv
86PR111001,123259,12970,12970,"S1986PR111001",1986,site_obsdate,2018,2019,2018-2019,33,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Puerto Rico,Peñuelas,Puerto Rico and U.S. Virgin Islands,PRUSVI,v2024-10,2/1/1986 0:00,2/1/1986 0:00,vertisols,uderts,hapluderts,chromic hapluderts,very-fine,18.0680561,-66.7255554,3994,6672,US_NCSS_changed_pedons_2018_to_2019.csv
S2006SC021005,317444,33431,33281,"S2006SC021005",2006,site_obsdate,2018,2019,2018-2019,13,6,"Recent development, 0-5 years",2,Forest to Developed,South Carolina,Cherokee,CONUS East 1,CONUS,v2025-11,9/20/2006 0:00,9/20/2006 0:00,,,,,,35.1547012,-81.4783707,3997,6725,US_NCSS_changed_pedons_2018_to_2019.csv
55TX157093,1180366,4210,4210,"S1955TX157093",1955,site_obsdate,2018,2019,2018-2019,64,6,"Recent development, 0-5 years",1,Agriculture to Developed,Texas,Fort Bend,CONUS Central 1,CONUS,v2025-11,5/1/1955 0:00,5/1/1955 0:00,alfisols,udalfs,paleudalfs,oxyaquic paleudalfs,fine-loamy,29.6951942,-95.84531403,4000,7000,US_NCSS_changed_pedons_2018_to_2019.csv
92TX201001,773091,20074,20074,"S1992TX201001",1992,site_obsdate,2018,2019,2018-2019,27,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Texas,Harris,CONUS Central 1,CONUS,v2025-11,,9/16/1992 0:00,alfisols,aqualfs,endoaqualfs,typic vermaqualfs,fine-loamy,29.9291668,-95.6999969,4000,7022,US_NCSS_changed_pedons_2018_to_2019.csv
92TX201002,106086,20075,20075,"S1992TX201002",1992,site_obsdate,2018,2019,2018-2019,27,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Texas,Harris,CONUS Central 1,CONUS,v2025-11,9/17/1992 0:00,9/17/1992 0:00,alfisols,udalfs,hapludalfs,aquic hapludalfs,,29.9291668,-95.6999969,4000,7022,US_NCSS_changed_pedons_2018_to_2019.csv
92TX201003,106087,20076,20076,"S1992TX201003",1992,site_obsdate,2018,2019,2018-2019,27,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Texas,Harris,CONUS Central 1,CONUS,v2025-11,9/17/1992 0:00,9/17/1992 0:00,alfisols,udalfs,paleudalfs,typic paleudalfs,,29.9291668,-95.6999969,4000,7022,US_NCSS_changed_pedons_2018_to_2019.csv
S06TX201003,202712,54814,54013,"S06TX201-003",2006,site_obsdate,2018,2019,2018-2019,13,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Texas,Harris,CONUS Central 1,CONUS,v2025-11,8/16/2006 0:00,8/16/2006 0:00,alfisols,aqualfs,natraqualfs,typic natraqualfs,coarse-loamy,29.9498889,-95.8288333,4000,7022,US_NCSS_changed_pedons_2018_to_2019.csv
84TX273002,122021,11320,11320,"S1984TX273002",1984,site_obsdate,2018,2019,2018-2019,35,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Texas,Kleberg,CONUS Central 1,CONUS,v2025-11,5/1/1984 0:00,5/1/1984 0:00,mollisols,ustolls,haplustolls,typic haplustolls,fine-loamy,27.5291672,-97.875,4000,7058,US_NCSS_changed_pedons_2018_to_2019.csv
79TX489001,887704,7703,7703,"S1979TX489001",1979,site_obsdate,2018,2019,2018-2019,40,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Texas,Willacy,CONUS Central 1,CONUS,v2025-11,7/1/1979 0:00,7/1/1979 0:00,alfisols,aqualfs,natraqualfs,typic natraqualfs,coarse-loamy,26.5499167,-97.4241667,4000,7166,US_NCSS_changed_pedons_2018_to_2019.csv
S07UT015001,820701,34110,33913,"S07UT015001",2007,site_obsdate,2018,2019,2018-2019,12,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Utah,Emery,CONUS West 2,CONUS,v2025-11,5/8/2007 0:00,5/8/2007 0:00,entisols,fluvents,torrifluvents,typic torrifluvents,,39.0183334,-110.1627808,4002,7192,US_NCSS_changed_pedons_2018_to_2019.csv
S1967UT035006,106365,5398,5398,"S1967UT035006",1967,site_obsdate,2018,2019,2018-2019,52,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Utah,Salt Lake,CONUS West 2,CONUS,v2025-11,8/25/1967 0:00,8/25/1967 0:00,,,,,,40.5755539,-112.0311127,4002,7202,US_NCSS_changed_pedons_2018_to_2019.csv
S2004WA061002,154252,30837,30720,"04-MPR-13",2004,site_obsdate,2018,2019,2018-2019,15,6,"Recent development, 0-5 years",2,Forest to Developed,Washington,Snohomish,CONUS West 1,CONUS,v2025-11,3/1/2004 0:00,3/1/2004 0:00,inceptisols,xerepts,dystroxerepts,vitrandic dystroxerepts,,47.8105278,-122.1684723,4006,7398,US_NCSS_changed_pedons_2018_to_2019.csv
S1952WI027027,106973,1485,1485,"S1952WI027027",1952,site_obsdate,2018,2019,2018-2019,67,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Wisconsin,Dodge,CONUS Central 2,CONUS,v2025-11,6/27/1952 0:00,6/27/1952 0:00,alfisols,udalfs,hapludalfs,oxyaquic hapludalfs,fine-silty,43.4119453,-88.8688889,4007,7420,US_NCSS_changed_pedons_2018_to_2019.csv
S1982WI083004,113984,9725,9725,"S1982WI083004",1982,site_obsdate,2018,2019,2018-2019,37,6,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Wisconsin,Oconto,CONUS Central 2,CONUS,v2025-11,4/1/1982 0:00,4/1/1982 0:00,alfisols,udalfs,glossudalfs,haplic glossudalfs,coarse-loamy,44.7891655,-88.1955948,4007,7449,US_NCSS_changed_pedons_2018_to_2019.csv
S1977AZ009004,109696,1110,1110,"S1977AZ009004",1977,site_obsdate,2019,2020,2019-2020,43,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Arizona,Graham,CONUS West 2,CONUS,v2025-11,3/2/1977 0:00,3/2/1977 0:00,aridisols,argids,haplargids,typic haplargids,,32.8131599,-109.7337112,3950,4438,US_NCSS_changed_pedons_2019_to_2020.csv
S1974AZ019010,109737,6346,6346,"S1974AZ019010",1974,site_obsdate,2019,2020,2019-2020,46,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Arizona,Pima,CONUS West 2,CONUS,v2025-11,12/20/1974 0:00,12/20/1974 0:00,entisols,fluvents,torrifluvents,anthropic torrifluvents,fine-silty,32.1294441,-111.0011139,3950,4444,US_NCSS_changed_pedons_2019_to_2020.csv
S1973CA079006,99000,6072,6072,"S1973CA079006",1973,site_obsdate,2019,2020,2019-2020,47,5,"Recent development, 0-5 years",2,Forest to Developed,California,San Luis Obispo,CONUS West 1,CONUS,v2025-11,6/1/1973 0:00,6/1/1973 0:00,alfisols,xeralfs,haploxeralfs,ultic haploxeralfs,fine,35.5416679,-121.0833359,3951,4488,US_NCSS_changed_pedons_2019_to_2020.csv
S1961CA097006,100243,2909,2909,"S1961CA097006",1961,site_obsdate,2019,2020,2019-2020,59,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,California,Sonoma,CONUS West 1,CONUS,v2025-11,6/22/1961 0:00,6/22/1961 0:00,ultisols,ustults,haplustults,typic haplustults,fine-loamy,38.3786125,-122.8327789,3951,4497,US_NCSS_changed_pedons_2019_to_2020.csv
S1945CA103006,100265,2763,2763,"S1945CA103006",1945,site_obsdate,2019,2020,2019-2020,75,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,California,Tehama,CONUS West 1,CONUS,v2025-11,4/2/1945 0:00,4/2/1945 0:00,alfisols,xeralfs,palexeralfs,ultic palexeralfs,fine,40.1505547,-122.2638855,3951,4500,US_NCSS_changed_pedons_2019_to_2020.csv
S1954CO063003,892162,3707,3707,"S1954CO063003",1954,site_obsdate,2019,2020,2019-2020,66,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Colorado,Kit Carson,CONUS Central 1,CONUS,v2025-11,9/2/1954 0:00,9/2/1954 0:00,mollisols,ustolls,argiustolls,pachic argiustolls,,39.1288872,-102.2975006,3952,4538,US_NCSS_changed_pedons_2019_to_2020.csv
S1980-FL023-S12_017,904318,51116,50390,"S1980-FL023-S12_017",2011,site_obsdate,2019,2020,2019-2020,9,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Florida,Columbia,CONUS East 1,CONUS,v2025-11,,4/15/2011 0:00,spodosols,aquods,alaquods,aeric alaquods,sandy,30.1835079,-82.5927582,3957,4593,US_NCSS_changed_pedons_2019_to_2020.csv
YYYY-FL039-S20_018,518365,51781,51055,"YYYY-FL039-S20_018",2011,site_obsdate,2019,2020,2019-2020,9,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Florida,Gadsden,CONUS East 1,CONUS,v2025-11,,4/15/2011 0:00,Ultisols,Udults,Kandiudults,Typic Kandiudults,,30.5802612,-84.4506149,3957,4601,US_NCSS_changed_pedons_2019_to_2020.csv
1970-FL097-S49_003,517946,50543,49817,"S1970-FL097-S49_003",2011,site_obsdate,2019,2020,2019-2020,9,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Florida,Osceola,CONUS East 1,CONUS,v2025-11,,4/15/2011 0:00,Entisols,Psamments,Quartzipsamments,Spodic Quartzipsamments,,28.3397026,-81.2679977,3957,4630,US_NCSS_changed_pedons_2019_to_2020.csv
S1978FL101022,952554,50994,50268,"S1978-FL101-S51_022",2011,site_obsdate,2019,2020,2019-2020,9,5,"Recent development, 0-5 years",2,Forest to Developed,Florida,Pasco,CONUS East 1,CONUS,v2025-11,,4/15/2011 0:00,entisols,psamments,quartzipsamments,typic quartzipsamments,,28.3842831,-82.3980713,3957,4632,US_NCSS_changed_pedons_2019_to_2020.csv
90ID023002,1257189,73565,134298,"90-ALF-002",1990,site_obsdate,2019,2020,2019-2020,30,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Idaho,Butte,CONUS West 2,CONUS,v2025-11,,11/15/1990 0:00,,,,,,43.49869919,-113.0474014,3964,4928,US_NCSS_changed_pedons_2019_to_2020.csv
92ID023001,1260925,73566,134299,"92-ALF-004",1992,site_obsdate,2019,2020,2019-2020,28,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Idaho,Butte,CONUS West 2,CONUS,v2025-11,,6/19/1992 0:00,,,,,,43.49869919,-113.0474014,3964,4928,US_NCSS_changed_pedons_2019_to_2020.csv
S1956ID045017,101494,1017,1017,"S1956ID045017",1956,site_obsdate,2019,2020,2019-2020,64,5,"Recent development, 0-5 years",1,Agriculture to Developed,Idaho,Gem,CONUS West 1,CONUS,v2025-11,7/26/1956 0:00,7/26/1956 0:00,,,,,,43.84681702,-116.5370865,3964,4939,US_NCSS_changed_pedons_2019_to_2020.csv
1968IL019001,824093,36116,35501,"1968IL019001",1968,site_obsdate,2019,2020,2019-2020,52,5,"Recent development, 0-5 years",1,Agriculture to Developed,Illinois,Champaign,CONUS Central 2,CONUS,v2025-11,8/1/1968 0:00,8/1/1968 0:00,mollisols,udolls,argiudolls,oxyaquic argiudolls,fine-silty,40.0691694,-88.1679333,3965,4970,US_NCSS_changed_pedons_2019_to_2020.csv
1978IL073081,375422,36469,35854,"1978IL073081",1978,site_obsdate,2019,2020,2019-2020,42,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Illinois,Henry,CONUS Central 2,CONUS,v2025-11,10/1/1978 0:00,10/1/1978 0:00,mollisols,aquolls,endoaquolls,cumulic vertic endoaquolls,very-fine,41.5806738,-89.9759424,3965,4997,US_NCSS_changed_pedons_2019_to_2020.csv
1988IL081002,314660,37596,36981,"1988IL081002",1988,site_obsdate,2019,2020,2019-2020,32,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Illinois,Jefferson,CONUS Central 2,CONUS,v2025-11,9/1/1988 0:00,9/1/1988 0:00,alfisols,aqualfs,epiaqualfs,aeric fragic epiaqualfs,fine,38.2964056,-88.7964861,3965,5001,US_NCSS_changed_pedons_2019_to_2020.csv
1981IL145029,351144,36848,36233,"1981IL145029",1981,site_obsdate,2019,2020,2019-2020,39,5,"Recent development, 0-5 years",1,Agriculture to Developed,Illinois,Perry,CONUS Central 2,CONUS,v2025-11,1/1/1981 0:00,1/1/1981 0:00,alfisols,udalfs,hapludalfs,ultic hapludalfs,fine-silty,38.1543876,-89.1570477,3965,5033,US_NCSS_changed_pedons_2019_to_2020.csv
S2002IL145001,309292,28836,28763,"S2002IL145001",2002,site_obsdate,2019,2020,2019-2020,18,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Illinois,Perry,CONUS Central 2,CONUS,v2025-11,3/13/2002 0:00,3/13/2002 0:00,alfisols,udalfs,natrudalfs,typic natrudalfs,,37.97908401,-89.2202759,3965,5033,US_NCSS_changed_pedons_2019_to_2020.csv
83IL-147-041,963613,37122,36507,"83IL-147-041",2014,site_obsdate,2019,2020,2019-2020,6,5,"Recent development, 0-5 years",3,Rangeland or Pasture to Developed,Illinois,Piatt,CONUS Central 2,CONUS,v2025-11,,1/15/2014 0:00,alfisols,udalfs,hapludalfs,oxyaquic hapludalfs,fine-loamy,40.1142528,-88.4925056,3965,5034,US_NCSS_changed_pedons_2019_to_2020.csv
