upedonid,peiid,pedon_key,site_key,usiteid,Yearlabel,year_source,previousYear,transitionYear,transitionPeriod,years_between_sampling_and_development,time_since_development_2025,development_age_class,transition,transitionName,state_name,county_name,region_group,lcms_study_area,lcms_version,samp_classdate,site_obsdate,TAXORDER,TAXSUBORDER,GREATGROUP,SUBGROUP,PARTICLESIZE,latitude,longitude,state_key,county_key,source_file
1959AR06316,814086,57901,57100,"1959AR06316",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR06317,814087,57902,57101,"1959AR06317",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR06322,814090,57905,57104,"1959AR06322",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR06325,814092,57907,57106,"1959AR06325",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1959AR06326,814093,57908,57107,"1959AR06326",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR06301,814097,57979,57178,"1960AR06301",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR06302,814094,57980,57179,"1960AR06302",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR063024,814099,57984,57183,"1960AR063024",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR063028,878537,57986,57185,"1960AR063028",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,ultisols,udults,paleudults,typic paleudults,loamy-skeletal,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR063030,814103,57988,57187,"1960AR063030",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,10/13/2017 0:00,11/27/2012 0:00,ultisols,udults,hapludults,typic hapludults,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR063032,814105,57990,57189,"1960AR063032",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR063033,814106,57991,57190,"1960AR063033",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR06304,814095,57981,57180,"1960AR06304",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR06315,814096,57982,57181,"1960AR06317",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR06320,814098,57983,57182,"1960AR06320",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR06329,814102,57987,57186,"1960AR06329",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR06334,814107,57992,57191,"1960AR06334",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR06335,814108,57993,57192,"1960AR06335",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1960AR06336,814109,57994,57193,"1960AR06336",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1961AR063001,814110,58021,57220,"1961AR063001",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1961AR063002,814111,58022,57221,"1961AR063002",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,9/18/2017 0:00,11/27/2012 0:00,inceptisols,udepts,dystrudepts,lithic dystrudepts,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1961AR063003,814112,58023,57222,"1961AR063003",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1961AR063005,814114,58025,57224,"1961AR063005",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1961AR063006,814115,58026,57225,"1961AR063006",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1961AR063010,878536,58029,57228,"1961AR063010",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,ultisols,udults,paleudults,typic paleudults,loamy-skeletal,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1961AR06304,814113,58024,57223,"1961AR06304",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1961AR06308,814116,58027,57226,"1961AR06308",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1961AR06309,814117,58028,57227,"1961AR06309",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
1961AR06311,814119,58030,57229,"1961AR06311",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Arkansas,Independence,CONUS Central 2,CONUS,v2025-11,,11/27/2012 0:00,,,,,,35.8266983,-91.77459717,3948,4385,US_NCSS_changed_pedons_2014_to_2015.csv
84CA031007,122368,11880,11880,"S1984CA031007",1984,site_obsdate,2014,2015,2014-2015,31,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,California,Kings,CONUS West 1,CONUS,v2025-11,11/1/1984 0:00,11/1/1984 0:00,mollisols,xerolls,haploxerolls,fluvaquentic haploxerolls,,36.2333336,-119.7916641,3951,4464,US_NCSS_changed_pedons_2014_to_2015.csv
S1968CA057030,108075,5525,5525,"S1968CA057030",1968,site_obsdate,2014,2015,2014-2015,47,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,California,Nevada,CONUS West 1,CONUS,v2025-11,9/4/1968 0:00,9/4/1968 0:00,mollisols,xerolls,argixerolls,typic argixerolls,fine-loamy,39.2288895,-121.2013855,3951,4477,US_NCSS_changed_pedons_2014_to_2015.csv
S2012CO029012,802305,69905,67977,"S2012CO02904",2012,site_obsdate,2014,2015,2014-2015,3,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Colorado,Delta,CONUS West 2,CONUS,v2025-11,8/23/2012 0:00,8/21/2012 0:00,aridisols,gypsids,argigypsids,lithic argigypsids,,38.698462,-108.1250207,3952,4521,US_NCSS_changed_pedons_2014_to_2015.csv
S1981FL105012,874401,51207,50481,"S1981FL105012",2011,site_obsdate,2014,2015,2014-2015,4,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Florida,Polk,CONUS East 1,CONUS,v2025-11,,4/15/2011 0:00,spodosols,aquods,alaquods,alfic alaquods,sandy over loamy,28.0453167,-81.8496628,3957,4634,US_NCSS_changed_pedons_2014_to_2015.csv
1982FL119001,798115,51265,50539,"1982FL119001",2013,site_obsdate,2014,2015,2014-2015,2,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Florida,Sumter,CONUS East 1,CONUS,v2025-11,,6/5/2013 0:00,Entisols,Psamments,Quartzipsamments,Lamellic Quartzipsamments,,28.8446465,-81.9622116,3957,4641,US_NCSS_changed_pedons_2014_to_2015.csv
1970-FL131-S66_005,518297,50556,49830,"S1970-FL131-S66_005",2011,site_obsdate,2014,2015,2014-2015,4,10,"Moderate development age, 6-15 years",2,Forest to Developed,Florida,Walton,CONUS Central 2,CONUS,v2025-11,,4/15/2011 0:00,Entisols,Psamments,Quartzipsamments,Typic Quartzipsamments,,30.98653603,-86.281517,3957,4647,US_NCSS_changed_pedons_2014_to_2015.csv
SHI001003,193890,33530,33380,"S2006HI001003",2005,site_obsdate,2014,2015,2014-2015,10,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Hawaii,Hawaii,Hawaii,HI,v2024-10,8/18/2005 0:00,8/18/2005 0:00,andisols,udands,hydrudands,lithic hydrudands,hydrous,19.5712776,-155.0369415,3962,4813,US_NCSS_changed_pedons_2014_to_2015.csv
89HI009002,127131,17707,17707,"S1989HI009002",1989,site_obsdate,2014,2015,2014-2015,26,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Hawaii,Maui,Hawaii,HI,v2024-10,12/1/1989 0:00,12/1/1989 0:00,mollisols,ustolls,haplustolls,fluventic haplustolls,fine,20.9405556,-156.5194397,3962,4817,US_NCSS_changed_pedons_2014_to_2015.csv
1984IL041005,375389,37714,37099,"1984IL041005",1985,site_obsdate,2014,2015,2014-2015,30,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Illinois,Douglas,CONUS Central 2,CONUS,v2025-11,1/1/1985 0:00,1/1/1985 0:00,mollisols,aquolls,endoaquolls,typic endoaquolls,fine-loamy,39.7055694,-88.0291361,3965,4981,US_NCSS_changed_pedons_2014_to_2015.csv
1985IL125049,375212,37349,36734,"1985IL125049",1985,site_obsdate,2014,2015,2014-2015,30,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Illinois,Mason,CONUS Central 2,CONUS,v2025-11,8/1/1985 0:00,8/1/1985 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,coarse-loamy,40.34799957,-90.0246278,3965,5023,US_NCSS_changed_pedons_2014_to_2015.csv
1985IL149029,375099,37369,36754,"1985IL149029",1985,site_obsdate,2014,2015,2014-2015,30,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Illinois,Pike,CONUS Central 2,CONUS,v2025-11,6/1/1985 0:00,6/1/1985 0:00,alfisols,aqualfs,endoaqualfs,udollic endoaqualfs,fine-silty,39.5788002,-90.90570068,3965,5035,US_NCSS_changed_pedons_2014_to_2015.csv
1977IL157005,355053,36357,35742,"1977IL157005",1977,site_obsdate,2014,2015,2014-2015,38,10,"Moderate development age, 6-15 years",4,Other to Developed,Illinois,Randolph,CONUS Central 2,CONUS,v2025-11,7/1/1977 0:00,7/1/1977 0:00,entisols,arents,udarents,haplic udarents,fine-loamy,38.215403,-89.7921542,3965,5039,US_NCSS_changed_pedons_2014_to_2015.csv
1984IL183142,1008298,37261,36646,"1984IL183142",1984,site_obsdate,2014,2015,2014-2015,31,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Illinois,Vermilion,CONUS Central 2,CONUS,v2025-11,12/1/1984 0:00,12/1/1984 0:00,alfisols,aqualfs,endoaqualfs,aeric endoaqualfs,fine,40.1399111,-87.5733417,3965,5052,US_NCSS_changed_pedons_2014_to_2015.csv
1970IN005001,309073,37747,37132,"1970IN005001",1970,site_obsdate,2014,2015,2014-2015,45,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Indiana,Bartholomew,CONUS Central 2,CONUS,v2025-11,12/1/1970 0:00,12/1/1970 0:00,,,,,,39.1342917,-85.9816806,3966,5065,US_NCSS_changed_pedons_2014_to_2015.csv
1980IN007015,863457,38990,38375,"1980IN007015",1980,site_obsdate,2014,2015,2014-2015,35,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Indiana,Benton,CONUS Central 2,CONUS,v2025-11,9/15/1980 0:00,9/15/1980 0:00,mollisols,udolls,argiudolls,aquic argiudolls,fine,40.6936194,-87.2865833,3966,5066,US_NCSS_changed_pedons_2014_to_2015.csv
RC2006IN023SH010008,426558,72089,132829,"RC2006IN023SH010008",2006,samp_classdate,2014,2015,2014-2015,9,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Indiana,Clinton,CONUS Central 2,CONUS,v2025-11,8/9/2006 0:00,,mollisols,aquolls,argiaquolls,typic argiaquolls,fine-silty,40.3619041,-86.3325729,3966,NaN,US_NCSS_changed_pedons_2014_to_2015.csv
S1991IN035004,101884,18554,18554,"S1991IN035004",1990,site_obsdate,2014,2015,2014-2015,25,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Indiana,Delaware,CONUS Central 2,CONUS,v2025-11,10/10/1990 0:00,10/10/1990 0:00,mollisols,aquolls,endoaquolls,typic endoaquolls,fine-loamy,40.1375008,-85.4238892,3966,5080,US_NCSS_changed_pedons_2014_to_2015.csv
1981IN047006,314206,39135,38520,"1981IN047006",1980,site_obsdate,2014,2015,2014-2015,35,10,"Moderate development age, 6-15 years",2,Forest to Developed,Indiana,Franklin,CONUS Central 2,CONUS,v2025-11,8/12/1980 0:00,8/12/1980 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,fine,39.4215472,-85.1667722,3966,5086,US_NCSS_changed_pedons_2014_to_2015.csv
1977IN083010,313357,38138,37523,"1977IN083010",1977,site_obsdate,2014,2015,2014-2015,38,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Indiana,Knox,CONUS Central 2,CONUS,v2025-11,8/31/1977 0:00,8/31/1977 0:00,alfisols,udalfs,hapludalfs,psammentic hapludalfs,mesic,38.7982278,-87.4495889,3966,5104,US_NCSS_changed_pedons_2014_to_2015.csv
2015IN117002,1108179,38386,37771,"1979IN117003",1979,site_obsdate,2014,2015,2014-2015,36,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Indiana,Orange,CONUS Central 2,CONUS,v2025-11,5/24/1979 0:00,5/24/1979 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,fine,38.5844083,-86.5371389,3966,5121,US_NCSS_changed_pedons_2014_to_2015.csv
1975IN129006,313285,38066,37451,"1975IN129006",1975,site_obsdate,2014,2015,2014-2015,40,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Indiana,Posey,CONUS Central 2,CONUS,v2025-11,7/9/1975 0:00,7/9/1975 0:00,,,,,,37.9288639,-88.0137944,3966,5127,US_NCSS_changed_pedons_2014_to_2015.csv
1971IN181004,312802,37788,37173,"1971IN181004",1971,site_obsdate,2014,2015,2014-2015,44,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Indiana,White,CONUS Central 2,CONUS,v2025-11,9/8/1971 0:00,9/8/1971 0:00,,,,,,40.7376333,-86.7734306,3966,5153,US_NCSS_changed_pedons_2014_to_2015.csv
S1983IA097004,934184,70791,68819,"S1983IA097004",1983,site_obsdate,2014,2015,2014-2015,32,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Iowa,Jackson,CONUS Central 2,CONUS,v2025-11,8/3/1983 0:00,8/3/1983 0:00,mollisols,udolls,hapludolls,cumulic hapludolls,fine-silty,42.0738763,-90.3948259,3963,4866,US_NCSS_changed_pedons_2014_to_2015.csv
85IA1670036,123396,13108,13108,"S1985IA1670036",1985,site_obsdate,2014,2015,2014-2015,30,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Iowa,Sioux,CONUS Central 1,CONUS,v2025-11,11/3/1985 0:00,11/1/1985 0:00,mollisols,udolls,hapludolls,typic hapludolls,fine-silty,43.0424995,-96.4313889,3963,4901,US_NCSS_changed_pedons_2014_to_2015.csv
1996LA107004,850053,22676,22676,"S1996LA107004",1996,site_obsdate,2014,2015,2014-2015,19,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Louisiana,Tensas,CONUS Central 2,CONUS,v2025-11,4/9/1996 0:00,4/9/1996 0:00,inceptisols,aquepts,endoaquepts,fluvaquentic endoaquepts,fine-silty,31.9319439,-91.2241669,3969,5433,US_NCSS_changed_pedons_2014_to_2015.csv
00MD041024,804467,26128,26128,"S2000MD041024",2000,site_obsdate,2014,2015,2014-2015,15,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Maryland,Talbot,CONUS East 1,CONUS,v2025-11,9/27/2000 0:00,9/27/2000 0:00,ultisols,udults,hapludults,typic haplaquox,fine-loamy,38.6809349,-76.0571213,3971,5477,US_NCSS_changed_pedons_2014_to_2015.csv
S2000MD041023,804506,26127,26127,"S2000MD041023",2000,site_obsdate,2014,2015,2014-2015,15,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Maryland,Talbot,CONUS East 1,CONUS,v2025-11,9/23/2000 0:00,9/23/2000 0:00,alfisols,udalfs,hapludalfs,ultic hapludalfs,fine-silty,38.7057991,-76.0294571,3971,5477,US_NCSS_changed_pedons_2014_to_2015.csv
S1992MI077001,1111245,19762,19762,"S1992MI077001",1992,site_obsdate,2014,2015,2014-2015,23,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Michigan,Kalamazoo,CONUS Central 2,CONUS,v2025-11,11/24/1992 0:00,11/24/1992 0:00,alfisols,udalfs,hapludalfs,typic hapludalfs,fine-loamy over sandy or sandy-skeletal,42.4058418,-85.3679962,3974,5569,US_NCSS_changed_pedons_2014_to_2015.csv
S1972MN0131610,676476,56649,55848,"S1972MN0131610",2011,site_obsdate,2014,2015,2014-2015,4,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Minnesota,Blue Earth,CONUS Central 2,CONUS,v2025-11,1/3/2011 0:00,1/3/2011 0:00,mollisols,udolls,hapludolls,pachic hapludolls,fine,43.8729706,-94.01016998,3975,5620,US_NCSS_changed_pedons_2014_to_2015.csv
S1977MN1272517,582919,55767,54966,"S1977MN1272517",1977,site_obsdate,2014,2015,2014-2015,38,10,"Moderate development age, 6-15 years",3,Rangeland or Pasture to Developed,Minnesota,Redwood,CONUS Central 1,CONUS,v2025-11,11/3/1977 0:00,11/3/1977 0:00,mollisols,aquolls,endoaquolls,cumulic vertic endoaquolls,fine,44.4839706,-95.1686172,3975,5677,US_NCSS_changed_pedons_2014_to_2015.csv
S1944MO031001,102883,4174,4174,"S1944MO031001",1944,site_obsdate,2014,2015,2014-2015,71,10,"Moderate development age, 6-15 years",1,Agriculture to Developed,Missouri,Cape Girardeau,CONUS Central 2,CONUS,v2025-11,10/13/1944 0:00,10/13/1944 0:00,alfisols,udalfs,hapludalfs,fragic oxyaquic hapludalfs,fine-silty,37.2814598,-89.59757996,3976,5716,US_NCSS_changed_pedons_2014_to_2015.csv
1998MO051133,91952,43433,42719,"1998MO051133",1998,site_obsdate,2014,2015,2014-2015,17,10,"Moderate development age, 6-15 years",2,Forest to Developed,Missouri,Cole,CONUS Central 2,CONUS,v2025-11,,6/25/1998 0:00,mollisols,udolls,argiudolls,aquic argiudolls,,38.4534602,-92.33298492,3976,5726,US_NCSS_changed_pedons_2014_to_2015.csv
